Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
183900,1.7377,33,2314,624,1714,582,16299.19443
251100,2.628,48,2437,443,1400,426,16431.36952
151100,1.8333,47,1989,532,1430,519,17342.61822
168800,2.0259,42,1766,404,1117,367,17342.61822
176800,2.8654,44,1008,223,544,223,17342.61822
114000,2.1046,35,3189,935,2221,801,17217.54539
137500,1.9018,39,2840,826,1911,688,16299.19443
223200,3.0132,47,1082,198,455,193,17217.54539
127800,2.8971,50,1845,349,1109,335,17217.54539
121500,3.1731,47,1734,453,1272,438,17217.54539
127100,2.6098,52,2511,587,1660,546,17163.74633
133400,2.0304,51,2010,460,1355,433,17163.74633
114200,2.0042,47,1648,346,1120,338,17163.74633
118200,1.8783,45,1667,399,928,375,16242.24218
125700,2.1979,46,1528,391,933,366,16242.24218
125000,1.6429,46,2312,625,1552,603,16299.19443
181000,4.2218,48,1614,320,684,318,15320.75488
156900,3.5357,44,2067,385,1046,441,15320.75488
124000,1.89,49,2334,530,1334,447,14463.72866
123300,2.2273,43,2122,524,1510,436,14463.72866
134700,3.25,52,427,92,233,116,14399.28766
125400,1.9928,42,2043,512,1634,501,14463.72866
143800,2.1324,36,1083,342,1023,295,13546.78134
113500,1.8316,40,2323,661,1847,614,13546.78134
120000,2.2368,38,1400,376,1139,315,13546.78134
125900,1.6452,35,1819,499,1666,482,13546.78134
120700,2.0879,38,2365,638,2259,607,13546.78134
140900,3.3636,43,1350,287,811,307,12630.50986
134100,2.4444,46,2437,502,1151,477,15381.23093
136600,2.5156,49,1609,371,896,389,15320.75488
130300,3.1442,50,1172,261,685,260,15320.75488
130200,3.4306,49,1295,276,765,265,15381.23093
125000,1.3444,47,1927,561,1349,508,15381.23093
189700,1.7159,43,1356,333,796,329,13477.84466
188400,3.9732,41,1425,285,838,296,12630.50986
193200,2.6154,44,1944,458,981,377,12556.43122
152500,1.5565,35,1627,838,3013,791,21157.40638
153400,2.1696,39,1155,433,1857,424,20996.59416
132500,2.0817,41,659,291,1224,290,20081.99802
143800,1.8571,40,907,349,1426,323,20250.18401
123700,2.4359,48,1353,488,1945,487,20081.99802
180000,1.7225,50,1757,522,2080,488,19168.0666
162500,2.4297,51,1005,314,1227,306,19344.3096
121900,1.2786,39,993,506,1765,464,19344.3096
190600,1.9336,38,1864,515,1768,439,18439.98183
229200,2.1162,35,2007,571,1513,554,18439.98183
5.00E+05,2.3536,26,1809,640,2543,640,18439.98183
208300,2.4048,33,2691,726,2390,681,18254.89974
214600,2.0658,29,2038,578,2070,570,18254.89974
150000,0.8351,29,2438,867,2114,753,18136.22493
227800,1.9531,31,2206,501,1194,435,17217.54539
234600,2.5833,52,1277,285,954,334,18254.89974
175000,1.7109,24,2092,585,1757,538,19168.0666
150000,2.006,37,1470,399,1579,390,19168.0666
170300,1.767,37,2338,686,2376,630,18254.89974
143000,2.0405,44,1941,579,2049,535,20081.99802
162500,1.78,41,1653,426,1868,393,19055.18553
152800,2.1518,35,1090,345,1605,330,19168.0666
128100,2.1542,31,700,299,1272,298,20081.99802
125000,2.1471,32,432,182,702,186,20081.99802
136400,1.9167,42,1680,557,2099,526,19974.38837
151600,2.0673,45,943,289,953,238,20893.80149
179200,1.2875,42,907,378,822,288,19974.38837
258300,1.0219,29,3544,1384,3323,1213,19974.38837
135200,2.0848,38,1501,437,1777,441,19974.38837
168800,0.7473,22,3313,1235,2381,1063,19974.38837
119600,2.135,27,1084,287,1085,279,19974.38837
135500,2.025,46,2173,510,1343,476,18136.22493
132200,2.8295,52,1902,406,1233,385,18136.22493
111400,2.45,52,1173,284,814,295,18085.26474
105800,1.4712,44,1555,324,931,265,18085.26474
98100,2.4519,45,1423,278,822,276,18085.26474
98400,1.2434,52,1832,441,1186,420,18085.26474
147900,2.1571,47,2241,559,1775,504,19055.18553
150000,2.7125,40,1695,374,1138,357,19055.18553
138400,1.23,47,1315,247,785,245,18136.22493
187500,1.8564,37,2781,766,2586,729,19055.18553
156600,2.1173,34,2041,517,1479,495,18136.22493
127100,1.3187,23,1703,397,1333,361,18085.26474
112100,2.2981,46,1976,469,1409,431,18085.26474
116800,1.85,49,2120,483,1522,416,19006.79533
141300,2.087,21,1641,491,1526,453,19928.3364
137500,1.631,34,3184,772,2474,705,19006.79533
119300,1.5781,31,1933,478,1522,423,19006.79533
500001,0.4999,29,515,229,2690,217,20782.07972
175000,1.7546,50,395,232,948,243,21813.39829
125000,1.7115,51,1280,422,1560,381,21813.39829
162500,1.6089,19,460,241,890,229,20996.59416
160200,1.2969,24,1283,545,1932,516,20996.59416
2.00E+05,1.4167,25,1582,780,2390,719,20996.59416
180000,2.1806,20,1193,454,1880,453,20996.59416
275000,1.6037,44,1273,474,1754,460,21157.40638
147500,1.8539,41,1933,791,3121,719,20893.80149
164600,1.7976,40,2118,796,2195,658,20893.80149
162500,2.2232,48,1521,513,1772,458,20996.59416
127300,1.875,39,2004,633,3050,621,21259.66369
38800,1.9375,52,281,103,470,96,20782.07972
187500,0.9234,40,561,284,662,205,21259.66369
350000,0.844,26,2107,809,2821,572,20893.80149
225000,1.2989,25,1407,550,1193,472,20893.80149
158300,2.1944,50,180,89,356,76,22298.79671
312500,1.8333,52,142,47,137,45,23740.68821
1.00E+05,1.2096,49,299,90,287,68,22692.70578
124000,2.1905,52,1274,418,1655,368,23204.28125
130700,1.6302,32,1375,448,1698,432,22298.79671
123100,1.5652,38,980,285,1308,310,21765.88614
136500,2.131,38,1091,349,1786,340,21765.88614
126400,1.8382,40,1259,362,1499,327,21765.88614
117700,2.1667,37,1551,501,2173,474,21765.88614
96200,1.3134,48,1465,440,1859,400,21765.88614
114800,2.0703,46,1249,357,1607,331,21765.88614
109600,1.5603,41,848,323,1428,313,21765.88614
119500,2.2356,39,698,232,1046,228,21765.88614
114300,1.913,35,1368,486,2239,461,22298.79671
100800,2.1957,33,1676,525,2564,515,22298.79671
90300,1.2396,28,481,136,596,128,21412.7733
119900,2.3304,32,1311,410,1792,396,22298.79671
90600,1.8485,48,542,150,571,114,22856.52875
107500,2.375,48,396,99,485,110,21993.05333
99200,1.8929,43,1456,444,2098,433,21993.05333
100800,2.1466,31,1301,403,1952,377,21412.7733
127500,1.7813,30,405,86,376,68,21993.05333
93400,1.0898,45,782,270,1030,235,21412.7733
99300,1.2857,36,879,262,1034,236,21412.7733
107200,1.3287,43,1429,386,1412,354,21412.7733
100500,1.7425,43,1575,475,1980,469,21412.7733
110200,1.4464,30,962,291,1280,263,21412.7733
118800,1.4653,38,697,208,749,206,20857.17053
115800,1.5089,47,1269,323,1628,325,20857.17053
99600,1.9074,37,2451,668,2824,598,20857.17053
126800,1.4524,42,990,289,1167,281,20328.26852
118300,2.1776,46,879,253,1010,221,20857.17053
97200,2.319,21,1314,375,1505,366,21259.66369
116100,1.8652,35,1193,355,1784,341,20328.26852
129200,1.2206,35,1672,556,2106,519,20328.26852
114100,1.4327,47,921,264,881,221,20328.26852
113300,2.0817,43,1235,385,1745,372,20328.26852
103800,2.148,46,1748,428,1707,409,19415.88426
107400,1.7052,48,1869,461,1834,441,19415.88426
95800,1.75,47,780,237,888,215,19415.88426
108200,1.8641,43,2179,682,2624,609,20857.17053
104200,1.6221,41,1733,492,1776,453,19969.03064
105800,1.7237,36,1033,267,1112,229,20548.72855
105000,1.6382,36,1176,309,1267,292,20548.72855
102900,1.5781,32,1218,342,1292,304,20548.72855
90400,1.303,41,1768,475,1721,474,20548.72855
95800,1.4792,34,1905,552,2194,521,20548.72855
87500,1.2056,23,588,157,716,173,21152.79512
95000,0.9463,43,863,206,788,187,21152.79512
101300,2.2813,29,1419,363,1696,317,20548.72855
108200,1.7132,38,1715,414,1714,389,21152.79512
98600,1.875,44,448,116,504,96,20338.63187
88200,1.6731,41,1425,372,1803,353,20338.63187
98500,1.5556,42,2261,574,2496,527,19709.55322
107900,2.1793,39,1274,319,1362,324,19709.55322
91900,0.8941,27,1611,479,1457,458,19969.03064
103400,1.9208,37,2615,697,2484,630,19969.03064
101500,1.852,40,2099,599,2311,529,19415.88426
110800,1.3403,43,1638,434,1213,390,19415.88426
106900,1.8917,43,1258,381,1276,358,19415.88426
95000,1.8242,47,1865,465,1916,438,19104.33633
103500,1.6901,36,2016,505,1807,464,19104.33633
1.00E+05,1.9531,30,504,140,529,123,18525.32002
1.00E+05,1.4886,35,932,294,1153,282,18525.32002
97100,1.8086,38,1407,447,1783,402,18525.32002
162500,1.8824,46,441,167,621,144,19828.20406
156300,2.1382,46,1098,426,1510,374,20782.07972
143800,1.1667,40,885,312,799,221,19359.21198
122300,1.9152,48,4217,1095,3298,949,18923.60267
103800,1.2446,27,2190,626,1768,528,19006.79533
118800,1.1563,26,2001,582,2044,557,19928.3364
108000,1.6699,42,2386,670,2327,661,19006.79533
111700,1.7961,35,1147,290,818,281,18923.60267
109400,1.7386,50,1463,354,912,293,18102.59104
116900,1.6667,41,1046,216,727,201,18085.26474
115200,1.6955,43,2255,533,1568,470,18085.26474
117100,2.0417,39,2073,566,1246,547,18102.59104
108800,1.6851,46,2217,489,1227,448,18085.26474
121000,2.5263,48,2544,532,1357,498,18102.59104
123200,1.8214,52,2547,475,1417,444,18102.59104
123700,3.0759,52,1793,350,1303,366,18102.59104
123200,2.3942,42,814,223,511,188,19359.21198
125000,1.6505,50,2238,673,2247,583,19359.21198
116000,1.6875,52,1743,421,1206,384,17939.7412
136200,2.5885,52,1908,428,1271,394,18923.60267
134400,2.0625,52,1444,343,1154,334,18923.60267
132000,1.7143,34,2305,775,2450,740,19828.20406
114100,2.3403,46,1650,463,1992,458,18891.62183
112500,1.4639,6,1487,468,1509,403,18398.71262
137500,1.6036,39,751,207,1010,231,19359.21198
142500,1.0539,30,1385,518,1730,472,19359.21198
122900,1.8656,50,2601,794,3080,770,19828.20406
103600,1.2065,43,713,245,880,237,18891.62183
131300,1.2175,52,795,308,1118,275,19828.20406
126600,2.3309,48,483,190,775,188,19828.20406
118800,2.125,38,3335,921,3612,887,18891.62183
119200,2.0938,42,1534,417,1295,380,18891.62183
112500,1.2778,42,855,284,890,247,18891.62183
124000,1.432,44,2636,725,2182,651,18891.62183
96100,2.1607,48,1514,376,1353,344,18891.62183
105800,2.1354,44,1753,387,1165,380,18398.71262
111700,1.2347,41,1807,493,1731,471,18398.71262
128600,2.7727,52,1319,295,898,271,18398.71262
134600,1.1806,40,1131,281,859,230,17939.7412
116100,1.5179,52,1420,355,1080,353,17939.7412
109600,2.0809,52,2579,494,1558,458,18398.71262
116400,2.0958,52,1686,377,982,356,17939.7412
111600,3.05,52,1296,246,853,238,17939.7412
129100,1.6892,52,1542,309,939,276,17517.37538
128000,2,52,1718,354,1026,312,17939.7412
120000,1.933,52,1630,379,1413,405,17517.37538
122500,2.1116,52,2709,642,1751,613,17517.37538
116400,1.9792,47,1551,362,1329,322,17517.37538
101400,1.6559,48,2235,433,1363,433,16524.56101
126600,2.0915,47,1525,359,982,333,16524.56101
104800,2.2339,45,1489,339,791,316,16524.56101
1.00E+05,1.7083,44,1703,358,789,249,16524.56101
114800,1.5846,46,2608,636,1766,596,17456.20303
96500,1.8317,47,2637,588,1903,521,16971.70444
101100,1.9853,47,2212,533,1903,554,16971.70444
98300,1.275,46,2577,703,2446,687,17975.03643
103400,2.0542,46,2198,530,2067,497,17456.20303
101900,2.5848,52,1283,342,1363,329,17975.03643
95000,1.7159,49,2174,481,1861,484,17975.03643
99300,1.7849,46,1211,321,1153,282,17975.03643
128000,2.6667,52,3104,645,1498,581,17181.89056
194300,4.2554,50,1655,256,672,260,17163.74633
189700,3.3906,48,1949,308,823,340,17163.74633
157700,3.1548,50,1842,377,817,341,17181.89056
123400,2.4022,47,1745,371,1079,368,17181.89056
182600,4.26,46,2223,361,968,373,16242.24218
193000,3.7727,47,1320,259,653,291,16261.30315
181100,3.5,42,2043,378,869,416,16242.24218
165800,2.4934,44,4032,913,1622,848,17181.89056
187500,2.0217,43,2227,564,956,472,16261.30315
188500,1.9231,44,1762,463,786,445,16261.30315
181300,1.9631,44,2182,492,878,493,16261.30315
112600,1.95,50,3250,693,2300,675,17134.32238
120900,2.4583,50,2189,460,1097,469,17134.32238
121500,2.2054,47,1671,388,895,317,16356.11158
133300,2.3333,47,825,187,416,173,16356.11158
151600,0.9304,24,873,320,529,308,16356.11158
98700,2.5909,43,2028,479,1074,394,16117.88198
114200,1.9779,49,1407,269,889,283,16117.88198
126500,2.8542,44,1918,387,1041,364,15754.80118
149600,3.2083,46,1582,315,777,286,15754.80118
170500,4.8125,48,2009,335,919,297,15438.39496
115200,2.1875,48,1260,284,791,280,16117.88198
108900,3.7167,43,1257,232,735,232,16117.88198
122500,2.8274,43,2224,550,1598,545,15754.80118
140300,3.1731,46,1217,322,662,305,15438.39496
114700,2.175,47,949,210,574,217,15114.89652
104300,3.2344,40,1298,277,791,255,15114.89652
101000,1.9732,47,1528,331,864,308,15114.89652
103300,3.0833,46,1611,339,921,314,15114.89652
113900,1.8806,28,3889,1199,3121,1046,14727.06276
108900,1.6477,32,1784,489,1472,476,14727.06276
149100,1.8472,38,3063,796,2153,721,14727.06276
140400,2.9643,48,2225,433,1170,401,15438.39496
149000,2.9315,46,2126,409,1292,414,14388.03309
180100,4.9531,47,2183,380,927,371,14717.22628
207600,3.8235,47,2512,461,1082,426,14101.32806
166700,1.675,34,397,132,250,121,15438.39496
108600,2.2396,44,1448,314,861,310,15114.89652
138800,3.5114,52,1778,320,795,279,14128.23187
118600,1.7067,49,1412,333,901,328,15114.89652
118500,1.6531,30,3112,931,2739,841,14727.06276
158800,2.5363,44,2526,579,1423,573,13712.47083
156400,4.1635,47,1830,369,922,377,13712.47083
195800,3.8643,46,3745,798,1502,808,13477.84466
350400,6.5044,33,3140,466,1214,464,13500.45064
246800,4.4028,33,2263,430,900,382,12556.43122
140600,4.3077,31,1893,450,819,426,11635.05437
170500,0.8702,11,1249,313,625,336,16242.24218
312500,2.5568,35,1359,359,655,341,15340.84915
106300,1.7945,37,4291,1102,1941,953,15340.84915
266700,1.6187,38,2318,735,1407,702,15340.84915
187800,4.0357,44,1527,246,608,245,15320.75488
167900,1.7622,34,3978,1073,2725,1035,14399.28766
118800,1.5143,34,5218,1576,3538,1371,14399.28766
87500,1.4589,27,3358,1069,2415,956,14399.28766
353200,3.6629,33,3246,601,1585,603,14420.55414
332100,3.5486,35,3776,733,1583,749,14420.55414
301000,3.25,28,3085,621,1162,558,14527.1517
1.00E+05,1.8818,35,1138,304,1128,311,17975.03643
103000,1.4625,37,1971,513,1673,464,17975.03643
108900,2.5547,39,979,235,857,236,17456.20303
108300,1.0516,41,1582,416,1422,370,16534.75984
112900,1.9375,43,1902,398,1153,363,17456.20303
98200,1.1645,44,1458,326,1159,283,16971.70444
94500,2.5437,43,1534,384,1231,329,16971.70444
93300,1.9556,44,1597,388,902,321,16022.36093
91400,1.84,45,1701,452,1484,427,16971.70444
111700,5.1136,44,222,54,234,77,15547.88263
108000,2.895,49,857,196,694,228,16524.56101
96500,2,52,1837,426,1062,343,15547.88263
96600,3.5982,52,1607,331,900,295,15547.88263
106600,1.825,50,1985,454,1090,410,15547.88263
112200,2.3977,52,1975,379,1043,371,15547.88263
119800,2.2138,49,1993,446,1052,394,15114.89652
97200,1.9125,44,2261,555,1348,455,16534.75984
93100,3.4444,48,1124,231,783,223,16534.75984
94000,2.9432,52,1371,315,986,277,16022.36093
95800,1.6611,48,2010,445,1208,404,16022.36093
102400,3.0455,48,1998,410,1176,382,16022.36093
95200,2.9375,44,1242,270,811,274,16022.36093
1.00E+05,1.3479,42,2833,768,2542,725,16534.75984
110000,1.4042,46,1118,300,786,254,16534.75984
92200,1.9564,39,1306,345,1332,331,17081.66719
93000,2.2411,47,865,193,782,217,17081.66719
92300,0.9337,45,1720,416,1382,365,17081.66719
121400,0.9809,19,883,313,726,277,17081.66719
1.00E+05,1.223,30,1162,318,1207,289,16534.75984
102600,1.689,31,1068,271,1091,281,16215.35178
107000,1.9219,31,2017,566,2063,521,16215.35178
1.00E+05,1.375,35,2305,634,1978,568,16215.35178
107300,1.7734,43,2660,672,2133,588,15638.10737
98500,3.375,46,1425,317,1140,304,15095.23795
99800,2.0673,44,1521,289,1074,285,15095.23795
124100,2.6311,42,944,200,567,190,15095.23795
119400,2.1221,50,2270,451,1000,412,15095.23795
124200,3.2188,52,1595,325,823,302,14590.58098
125800,2.7917,47,2066,422,1156,380,14590.58098
142600,3.725,52,1629,277,819,288,14590.58098
136100,3.0917,48,1541,314,819,312,14590.58098
131700,2.7401,41,1353,286,751,250,11881.38951
120000,3.1346,50,1843,326,892,314,13326.10631
131000,3.2708,43,1823,358,1065,342,12751.48754
133500,4.0043,44,1558,333,1095,316,12751.48754
149600,4.8295,44,2490,430,1305,411,12751.48754
142000,3.0682,43,2104,393,1132,394,11881.38951
121000,1.747,43,2118,569,1266,500,13656.73143
131800,1.528,43,2149,493,1316,462,13656.73143
136300,3.4643,46,1686,303,870,320,13656.73143
138700,4.0625,48,2015,356,1020,338,13656.73143
134200,3.5208,48,3139,587,1319,506,15638.10737
113200,1.4868,36,1717,417,902,368,14770.76104
109500,2.8299,43,2009,442,1095,439,14194.69016
136300,2.6518,39,2802,618,1524,529,14194.69016
98400,1.2273,41,1175,340,1241,352,15380.6623
102100,1.6156,34,2074,562,1913,514,15380.6623
99000,1.6652,34,2771,802,2782,715,16215.35178
116300,1.3096,31,4022,1208,3707,1007,14770.76104
117400,3.9722,47,2112,417,1161,368,14194.69016
127400,3.0625,52,2523,460,1167,413,13656.73143
140400,4.4861,47,1586,322,1077,339,13656.73143
140300,3.7143,47,2005,392,1134,415,13656.73143
97500,1.5521,30,1702,443,1966,442,19104.33633
101500,1.625,30,1966,584,2028,535,17659.87718
104000,1.5109,38,1454,323,1098,297,17975.03643
101800,1.8047,41,656,162,730,170,18525.32002
97500,1.575,43,1240,312,1100,311,17081.66719
99200,1.3042,45,1696,424,1502,429,17659.87718
97000,1.3801,39,2062,588,1933,570,17659.87718
92500,2.125,44,1722,457,2177,401,17659.87718
98200,1.2315,43,762,206,854,188,18266.41748
98200,1.7121,46,1295,351,1120,323,17459.12964
96300,1.9556,44,1246,308,1031,295,17459.12964
100600,1.55,46,1521,352,1100,334,17459.12964
95700,1.5962,46,1086,249,880,250,17459.12964
96800,1.64,45,1546,371,1186,366,16823.43312
90100,1.5521,40,2180,642,2464,631,16215.35178
101400,2.0754,39,2569,688,2601,630,16823.43312
97300,1.6027,38,1819,497,2110,499,16215.35178
86400,1.0208,38,977,295,1073,292,16020.53062
92600,2.037,42,796,203,697,177,16020.53062
99100,1.9348,37,1812,500,1640,447,15380.6623
94200,1.4625,47,1504,374,1168,358,17459.12964
95300,1.5303,40,1475,347,1222,298,16686.91905
94000,1.5812,39,1255,323,902,327,16686.91905
90600,1.5326,52,1331,346,1144,362,17459.12964
90100,1.1557,34,1462,394,1310,351,16823.43312
91700,0.5495,38,1126,270,999,265,16020.53062
90900,1.6467,34,1040,276,1083,255,16020.53062
97900,1.2091,39,1529,358,1154,357,15256.46619
95100,1.6898,38,1387,346,1240,355,15954.87969
94400,1.2969,44,1513,369,1088,344,15954.87969
1.00E+05,1.7167,39,1542,375,1256,361,16686.91905
89800,1.3971,37,1625,383,1243,350,16686.91905
96700,1.7656,42,1604,399,1581,387,15380.6623
94800,2.1437,40,2044,538,2150,524,14583.03029
101300,1.615,42,1206,304,1167,250,15380.6623
99100,1.8472,39,882,221,697,189,15380.6623
91400,1.5313,23,1983,611,2048,600,15380.6623
99300,2.0917,35,1401,362,1357,327,13938.19292
89700,1.6029,32,721,205,842,208,13938.19292
111400,1.5294,39,1340,409,1463,367,14770.76104
102300,1.9655,40,2808,695,2357,627,13938.19292
93200,1.9702,39,1701,428,1468,411,13938.19292
105600,2.7917,43,1201,292,840,252,13828.86952
107700,2.3352,34,1089,278,995,315,13147.01193
93600,1.5,35,2073,494,1753,490,15256.46619
94900,1.8814,43,1156,291,1074,299,15256.46619
91600,1.5268,30,1041,275,877,270,14537.36494
89700,1.5714,38,637,204,679,162,13828.86952
86200,1.4103,41,835,208,707,192,14583.03029
101300,1.8798,40,935,226,818,236,15256.46619
98000,2.3365,34,987,248,902,221,15256.46619
88800,2.2946,34,1261,315,1027,303,15256.46619
98500,2.3056,29,1579,351,1056,322,15256.46619
89800,1.0375,35,1405,326,1086,273,16675.13264
93400,2.25,45,1080,218,850,237,15268.79053
96700,1.6389,44,1771,378,1296,399,15954.87969
94600,1.5147,44,1481,329,999,315,15954.87969
99600,1.6887,44,1103,265,760,247,15268.79053
94500,1.6333,37,1002,270,1092,273,16020.0058
94200,1.65,41,1510,410,1408,389,15268.79053
89800,1.5872,38,1314,318,1080,285,14537.36494
90300,2,44,795,181,716,167,15268.79053
93200,1.4917,35,1562,403,1587,406,14635.11536
91300,2.6458,41,570,135,466,121,13870.222
