House,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
House 3715,3.0395,35,2180,599,1483,574,21541.67344
House 3716,4.1429,39,1169,242,612,247,21139.6612
House 3717,3.5164,32,2734,654,2209,610,22153.98443
House 3718,1.9549,24,3148,908,2850,839,21802.24503
House 3719,3.9792,42,779,145,450,148,21139.6612
House 3720,3.338,34,2622,572,1997,573,20770.7079
House 3721,2.2377,27,3201,970,3403,948,21802.24503
House 3722,3.0221,28,3386,815,2240,737,21484.22677
House 3723,2.2589,33,3353,790,2318,775,20770.7079
House 3724,2.6165,33,3285,830,2281,786,20770.7079
House 3725,3.1551,27,3760,880,2022,812,19747.90081
House 3726,3.6745,31,2887,646,1626,637,19747.90081
House 3727,3.3594,30,1323,353,856,333,19747.90081
House 3728,3.9099,33,2717,662,1546,597,19396.14493
House 3729,3.8906,31,2417,510,1102,507,19396.14493
House 3730,5.7143,40,1013,150,449,166,19747.90081
House 3731,3.6625,45,1106,225,595,228,21139.6612
House 3732,4.7171,43,1840,356,966,323,20135.64962
House 3733,3.0119,30,2008,513,1052,496,20135.64962
House 3734,2.8021,37,1993,425,939,400,21139.6612
House 3735,4.1125,30,521,126,306,129,21541.67344
House 3736,3.6007,35,1631,356,862,368,21541.67344
House 3737,3.5711,32,3724,899,1912,791,20557.35479
House 3738,3.4013,27,3588,911,1891,871,19586.70053
House 3739,2.9982,25,3794,989,2454,876,21974.93034
House 3740,2.9327,42,1957,389,985,414,21010.97182
House 3741,3.3516,26,3345,818,1599,773,20062.33212
House 3742,3.3906,44,477,91,220,112,21010.97182
House 3743,2.4167,36,904,191,627,191,21974.93034
House 3744,2.3333,45,1176,250,471,228,18631.84639
House 3745,3.8056,35,1354,284,501,262,18631.84639
House 3746,4.2989,34,2638,580,1150,551,18631.84639
House 3747,6.3703,32,3060,505,1159,510,18165.38434
House 3748,4.692,35,2027,428,879,402,19143.5722
House 3749,2.7379,42,1308,289,950,302,22437.62203
House 3750,3.0061,40,2079,568,1396,526,21494.48042
House 3751,2.1449,27,4834,1527,3847,1432,21494.48042
House 3752,2.4792,24,1983,651,2251,574,21494.48042
House 3753,2.8208,33,1588,454,739,392,20568.21222
House 3754,3.6563,40,1696,372,835,385,20062.33212
House 3755,2.9728,36,1608,373,1217,374,22005.91036
House 3756,3.3958,42,1140,300,643,252,22005.91036
House 3757,3.3125,44,901,179,473,179,21494.48042
House 3758,1.9866,30,977,264,736,258,22437.62203
House 3759,2.9228,35,2949,794,2106,746,22005.91036
House 3760,2.5603,32,3553,1060,3129,1010,21494.48042
House 3761,2.3056,31,1109,354,1119,334,22543.36139
House 3762,2.5234,31,1939,505,1584,466,21662.11613
House 3763,3.2596,42,1713,416,1349,427,21102.16551
House 3764,3.9038,35,2785,663,1631,614,20135.64962
House 3765,3.875,27,3277,648,1382,615,19143.5722
House 3766,4.375,35,1975,384,882,406,20135.64962
House 3767,3.4449,32,3202,696,1573,621,18364.0668
House 3768,5.451,35,2922,507,1130,485,18364.0668
House 3769,5.9275,37,1982,331,794,340,18364.0668
House 3770,4.0347,34,2459,489,1139,463,17341.86616
House 3771,3.4208,41,2050,478,850,490,17341.86616
House 3772,4.569,40,1134,184,452,187,17341.86616
House 3773,5.1496,27,2795,602,1073,535,16747.79363
House 3774,6.1359,31,2235,363,914,370,18735.25359
House 3775,3.9028,28,4664,1040,1963,961,17734.50672
House 3776,4.1875,14,577,150,372,130,18165.38434
House 3777,3.6641,25,2769,566,1201,545,17734.50672
House 3778,2.2652,24,4443,1283,2421,1180,19586.70053
House 3779,3.3545,24,6347,1548,2945,1492,19586.70053
House 3780,3.2052,28,2790,748,1351,697,20062.33212
House 3781,3.1929,26,6429,1611,2806,1491,20062.33212
House 3782,5.1169,46,1582,279,603,283,19131.29017
House 3783,5.1584,37,1388,286,547,258,19131.29017
House 3784,2.7708,30,2016,622,1359,557,20568.21222
House 3785,3.3177,46,2609,593,1055,585,19661.20239
House 3786,3.7312,31,2197,501,944,474,19661.20239
House 3787,2.3851,44,2295,560,1543,528,21662.11613
House 3788,2.3784,15,3327,1011,2683,857,21102.16551
House 3789,2.4107,42,600,171,377,181,21102.16551
House 3790,2.2756,10,1431,473,1438,429,21102.16551
House 3791,0.8198,6,854,350,542,321,21102.16551
House 3792,2.7231,6,6526,2007,3298,1790,20219.18759
House 3793,3.6128,10,2606,748,1373,680,20219.18759
House 3794,3.6375,25,2450,618,1054,578,20219.18759
House 3795,4.4122,40,1973,382,774,352,20219.18759
House 3796,2.4835,43,2850,709,1510,670,20802.98695
House 3797,4.0764,32,2455,556,989,493,20802.98695
House 3798,3.5051,17,4150,1148,1808,1041,20219.18759
House 3799,3.1106,11,2901,871,1659,789,20219.18759
House 3800,5.1423,45,1755,335,822,342,20802.98695
House 3801,4.3542,42,2304,442,862,429,20802.98695
House 3802,4.1544,35,2245,393,783,402,20601.01743
House 3803,2.773,20,4090,1271,2824,1053,21484.22677
House 3804,4.125,26,2867,671,1955,640,22538.01395
House 3805,2.9219,28,1732,435,1198,417,21201.44716
House 3806,3.2448,20,5756,1477,4031,1369,22268.65205
House 3807,2.1888,30,2331,733,2172,707,22034.48898
House 3808,2.9688,19,3666,1150,2657,1090,20955.33281
House 3809,3.5255,13,2926,816,1867,802,20747.1886
House 3810,3.5,7,2081,657,1456,535,21836.65712
House 3811,2.9735,34,2512,603,1805,584,21676.15126
House 3812,2.9025,20,3939,1143,2475,1002,20578.16675
House 3813,3.3864,25,2879,723,2077,649,21553.80527
House 3814,2.8974,26,2027,559,1545,513,20449.23736
House 3815,2.1974,22,3430,1214,3618,1092,22659.09524
House 3816,1.3565,25,1131,449,746,420,21470.27153
House 3817,3.1667,23,2087,571,1809,553,19252.38022
House 3818,5.2118,35,1109,206,515,202,20361.16207
House 3819,3.915,34,1617,344,938,305,20314.47226
House 3820,2.4375,12,3831,1083,2258,967,20449.23736
House 3821,2.6957,23,2850,864,2249,777,20449.23736
House 3822,2.8646,20,5699,1594,3809,1381,19345.51518
House 3823,3.8833,36,2058,423,1132,423,19345.51518
House 3824,2.7118,25,4590,1477,2723,1195,20578.16675
House 3825,3.892,33,3879,943,2113,843,19481.7664
House 3826,2.5562,27,1572,450,1039,455,20955.33281
House 3827,2.5842,18,2729,800,2099,742,20955.33281
House 3828,3.0893,22,4855,1350,2519,1258,20747.1886
House 3829,2.4667,37,1073,254,739,253,19879.79134
House 3830,2.7237,20,5992,1820,4826,1632,19660.23747
House 3831,6.1142,35,1491,295,779,309,19660.23747
House 3832,3.1118,29,3051,694,1942,679,21484.22677
House 3833,2.7375,36,2698,623,1544,554,21201.44716
House 3834,2.5197,35,1717,478,1628,495,21201.44716
House 3835,2.936,17,2934,950,2517,889,21201.44716
House 3836,4.125,27,3440,739,1827,712,20436.60413
House 3837,5,37,1516,344,983,347,20139.08441
House 3838,2.6709,19,3487,959,2278,835,20139.08441
House 3839,2.4583,29,1599,459,1143,438,20139.08441
House 3840,2.6364,22,2052,568,1254,572,19396.14493
House 3841,2.2326,36,2077,496,1206,528,19082.37253
House 3842,2.891,11,2891,951,2166,768,20139.08441
House 3843,2.1977,17,1546,592,2423,556,19082.37253
House 3844,2.2264,11,2479,900,2466,855,19879.79134
House 3845,2.0192,22,2516,826,3350,713,18808.48468
House 3846,3.0877,27,2582,719,2038,718,18576.24564
House 3847,5.0929,41,1104,196,495,196,19481.7664
House 3848,3.7171,39,1810,388,839,380,18808.48468
House 3849,3.6875,34,1843,442,861,417,18808.48468
House 3850,4.5081,33,1791,386,844,397,18576.24564
House 3851,3.4583,35,1819,465,1336,419,18576.24564
House 3852,2.2461,35,972,270,550,256,19082.37253
House 3853,3.8081,25,4966,1134,1941,958,18032.305
House 3854,3.6019,33,2077,486,1021,450,18808.48468
House 3855,2.6238,25,3830,1105,2328,1017,19396.14493
House 3856,4.375,33,2127,414,1056,391,19082.37253
House 3857,2.6979,33,1679,404,933,412,18364.0668
House 3858,4.4464,34,2180,424,906,429,18364.0668
House 3859,11.2093,42,777,102,284,113,18364.0668
House 3860,3.2763,29,2685,642,1085,599,18032.305
House 3861,4.0474,34,2622,467,1233,476,17341.86616
House 3862,4.1218,35,3080,642,1362,623,16990.11382
House 3863,4.0391,33,1616,322,580,311,16990.11382
House 3864,3.7105,22,4982,1358,2237,1220,16681.83641
House 3865,3.2386,21,2152,527,996,470,17742.17997
House 3866,4.3333,33,3100,687,1388,658,17742.17997
House 3867,4.1875,24,2814,675,1463,620,17495.76316
House 3868,3.1478,22,6707,1737,2620,1610,17495.76316
House 3869,4.475,33,2544,500,1035,492,16681.83641
House 3870,4.4423,28,2795,622,1173,545,16419.48285
House 3871,4.3839,26,2548,647,1098,540,16419.48285
House 3872,2.875,22,6064,1826,4876,1697,20197.42114
House 3873,3.9886,32,2593,566,1596,547,20197.42114
House 3874,4.6731,35,1664,300,1000,309,21270.66232
House 3875,4.1597,37,1600,349,1012,366,19128.60234
House 3876,4.1319,33,2205,453,1242,419,18064.99089
House 3877,4.3462,36,2794,523,1334,472,22135.33515
House 3878,4.9643,36,1254,229,629,245,21426.00399
House 3879,5.5675,36,1656,310,817,308,21426.00399
House 3880,4.185,36,1952,387,1156,392,22135.33515
House 3881,4.7,36,2396,421,1064,398,21106.21365
House 3882,4.8646,36,1493,285,766,272,22135.33515
House 3883,5.0282,35,1275,222,959,226,21812.10454
House 3884,5.5209,35,1620,272,1052,248,21812.10454
House 3885,4.3261,36,2394,424,1490,427,20766.93077
House 3886,5.1265,34,1663,299,762,282,20766.93077
House 3887,4.6607,29,4101,849,2630,867,21523.41149
House 3888,2.9389,18,3124,796,1855,725,20463.4618
House 3889,5.0623,35,2592,490,1427,434,19970.30467
House 3890,4.4271,35,1843,329,1041,317,20878.03222
House 3891,3.5333,36,1286,242,788,248,19783.45302
House 3892,4.3194,34,1599,294,819,306,20878.03222
House 3893,3.8247,33,3910,838,2097,810,19970.30467
House 3894,3.7313,13,8327,1849,4126,1773,19783.45302
House 3895,4.3571,35,2891,594,1757,581,19729.05939
House 3896,3.225,33,3270,818,2118,763,19409.33171
House 3897,4.5125,35,1668,332,807,311,21426.00399
House 3898,4.1806,35,1614,308,850,330,20085.92314
House 3899,4.0924,37,2066,434,1031,414,20085.92314
House 3900,4.5648,36,1328,287,823,273,20766.93077
House 3901,2.2304,42,1558,322,884,334,20314.47226
House 3902,4.2344,33,2327,479,1166,472,20085.92314
House 3903,3.7049,34,2871,581,1350,535,20085.92314
House 3904,5.3028,35,2537,418,1161,421,19075.88067
House 3905,4.2865,38,2182,409,1141,379,19075.88067
House 3906,4.1304,18,4249,933,2047,909,20314.47226
House 3907,5.0796,35,2720,490,1158,445,19202.98887
House 3908,4,26,2156,509,1142,470,19202.98887
House 3909,2.6437,19,4315,1304,2490,1222,19729.05939
House 3910,4.9102,37,1795,346,1082,354,19729.05939
House 3911,2.8701,26,2221,662,1998,603,19409.33171
House 3912,3.6905,21,2549,651,1624,628,18888.61019
House 3913,3.1106,18,5862,1322,3161,1280,17810.6424
House 3914,3.5313,31,1963,420,1494,415,18888.61019
House 3915,2.9511,42,881,170,464,163,18699.70632
House 3916,3.8516,37,1560,275,763,284,18699.70632
House 3917,4.8295,37,1892,347,1039,343,18699.70632
House 3918,2.625,32,2618,692,1961,633,18362.02351
House 3919,4.2143,34,2307,388,1168,427,17680.35943
House 3920,4.2083,26,4175,885,2118,778,17322.77456
House 3921,4.175,36,1544,308,891,286,18690.92452
House 3922,4.0789,35,2273,410,1431,403,18690.92452
House 3923,5.4548,35,782,144,425,140,17600.82861
House 3924,3.9615,34,1237,242,671,221,17600.82861
House 3925,4.433,34,2579,561,1237,517,17600.82861
House 3926,4.8264,36,1366,224,719,270,16513.64702
House 3927,2.5739,22,3380,790,2199,737,18064.99089
House 3928,3.9632,25,1938,457,1280,425,17007.5638
House 3929,4.675,36,978,170,475,192,17810.6424
House 3930,4.3654,31,1856,370,990,360,17810.6424
House 3931,3.0187,24,2642,696,1649,633,19534.91728
House 3932,2.9974,26,2335,669,1986,645,19474.83063
House 3933,5.2149,18,847,185,733,178,18363.91131
House 3934,5.015,37,1389,252,826,249,18427.62821
House 3935,3.7798,27,2795,606,1702,586,20740.2881
House 3936,5.8798,23,4891,793,2447,765,19638.01555
House 3937,4.1359,17,3262,753,1879,708,20740.2881
House 3938,4.0313,13,6227,1317,3739,1226,19534.91728
House 3939,5.6345,35,2560,441,1428,468,20642.70736
House 3940,4.7125,27,2209,353,1034,344,19534.91728
House 3941,5.0462,34,1943,320,895,305,19474.83063
House 3942,4.8333,34,2389,521,1560,514,19474.83063
House 3943,2.8039,21,9512,2560,7282,2387,19458.15407
House 3944,5.6407,34,3494,557,1861,576,19484.99906
House 3945,5.6356,33,1636,275,866,289,20661.88746
House 3946,6.1074,26,3234,517,1597,513,19555.18636
House 3947,4.0909,34,2633,471,1313,428,20661.88746
House 3948,3.3534,41,1058,228,778,245,19484.99906
House 3949,3.6296,16,1718,467,896,475,18374.6958
House 3950,5.4527,33,2609,431,1208,406,19484.99906
House 3951,5.7613,23,3098,542,1486,492,18449.11639
House 3952,5.5709,31,3952,647,1762,588,19668.25197
House 3953,8.4438,16,4312,574,1902,574,20915.94326
House 3954,9.6465,5,5429,665,2315,687,20019.8369
House 3955,6.9223,23,7480,1084,3037,1058,18940.97755
House 3956,5.0025,32,3233,553,1678,545,18449.11639
House 3957,6.7785,19,7411,1045,2814,950,18568.9322
House 3958,2.5797,17,2737,868,2924,785,19474.83063
House 3959,2.754,21,1789,679,2300,677,18363.91131
House 3960,3.2297,10,2869,941,2162,829,18346.22287
House 3961,2.6159,19,2581,857,2004,784,19458.15407
House 3962,5.0483,35,1770,362,1083,355,18690.92452
House 3963,4.1181,36,878,167,499,179,19638.01555
House 3964,3.1818,18,7157,1869,4642,1699,18536.89893
House 3965,3.5,21,2979,744,1824,692,18427.62821
House 3966,4.1111,36,2600,441,1246,426,17600.82861
House 3967,4.5568,36,2559,469,1358,445,18536.89893
House 3968,5.223,33,1759,311,943,315,18536.89893
House 3969,5.1463,35,1558,267,793,249,18427.62821
House 3970,4.233,35,1323,228,756,216,18427.62821
House 3971,4.8125,34,2185,372,986,347,17600.82861
House 3972,3.8839,35,2329,399,966,336,17320.93624
House 3973,3.3125,27,4286,1071,2863,1033,17320.93624
House 3974,2.85,15,3061,1079,2173,1078,17320.93624
House 3975,5.6159,28,908,142,368,143,16214.96362
House 3976,5.0309,29,2421,402,1120,388,18449.11639
House 3977,6.4044,25,3124,468,1241,439,16239.38567
House 3978,5.5101,35,1934,307,905,315,17343.79832
House 3979,5.5191,29,1673,284,794,270,18374.6958
House 3980,4.1154,28,3824,749,1790,701,17264.60442
House 3981,4.3125,34,703,127,369,127,17264.60442
House 3982,2.8312,16,14912,4183,5105,3302,17234.294
House 3983,5.1529,32,3568,591,1741,563,17471.21098
House 3984,6.6689,32,1646,242,697,233,16375.40976
House 3985,6.0094,30,2399,373,1062,377,17645.79791
House 3986,5.6163,33,3017,494,1423,470,17645.79791
House 3987,5.1641,33,3808,623,1784,615,16561.57426
House 3988,4.4167,28,3274,571,1424,521,17645.79791
House 3989,4.925,27,1793,339,1016,326,16796.212
House 3990,5.2016,27,2772,511,1346,497,17866.17623
House 3991,7.642,23,7544,1031,3221,1043,18130.67622
House 3992,5.5798,33,4769,787,2019,743,15281.9416
House 3993,7.7846,26,6767,903,2574,883,15481.28424
House 3994,6.5304,36,2981,441,1243,413,16339.06797
House 3995,6.0928,35,2072,318,908,342,15242.9884
House 3996,6.2064,29,3393,574,1471,587,15109.86831
House 3997,4.2009,7,11853,2691,4404,2447,16142.49817
House 3998,3.8819,19,5944,1345,2372,1250,15045.24485
House 3999,3.0404,32,1491,355,756,296,15136.07664
House 4000,6.8482,34,3268,538,1463,519,15136.07664
House 4001,6.7977,33,5252,760,2041,730,16375.40976
House 4002,7.4918,26,4607,656,1769,643,16796.212
House 4003,8.3912,25,6612,857,2519,843,17077.32508
House 4004,4,31,1689,362,705,360,15045.24485
House 4005,4.9102,32,4491,815,1696,749,12827.45761
House 4006,6.8107,29,4364,647,1550,624,13936.10776
House 4007,6.0192,33,2896,455,1116,411,14191.3458
House 4008,7.457,30,3346,487,1296,495,14191.3458
House 4009,7.9814,26,5661,791,2493,780,12933.89891
House 4010,3.1875,31,1950,383,870,357,15242.9884
House 4011,5.6327,18,6476,1082,2413,958,15109.86831
House 4012,5.4847,36,1887,359,761,329,15032.06722
House 4013,4.1656,37,3441,584,1283,544,13898.52697
House 4014,6.0794,32,3999,667,1628,631,13898.52697
House 4015,10.9201,22,5791,706,2059,673,13058.88161
House 4016,8.4196,21,3856,547,1422,535,12903.21114
House 4017,6.7694,29,2023,330,747,304,12811.99544
House 4018,6.14,28,4570,744,1693,695,12786.614
House 4019,10.5511,19,1303,155,450,145,11702.50451
House 4020,4.8984,31,3073,674,1486,684,18143.98605
House 4021,4.8036,37,1893,365,911,324,18077.80404
House 4022,3.1885,31,3252,834,1411,760,16974.19824
House 4023,3.675,43,1700,380,930,349,17680.35943
House 4024,3.6534,46,2082,438,1047,393,17680.35943
House 4025,3.1923,42,1611,410,879,386,17680.35943
House 4026,3.855,18,6430,1412,2897,1348,16293.12713
House 4027,6.1274,11,1080,174,386,160,15957.55051
House 4028,5.0605,32,3011,529,1287,525,16737.1214
House 4029,5.4088,39,1819,291,770,278,16513.64702
House 4030,3.0943,17,7214,1994,4100,1823,17007.5638
House 4031,3.1887,16,7194,1976,3687,1894,17322.77456
House 4032,5.6738,34,2458,433,1034,373,15957.55051
House 4033,2.8528,25,3352,891,1815,860,15957.55051
House 4034,7.8392,36,2127,297,761,274,15668.96118
House 4035,7.1322,35,2987,391,1244,387,15429.9958
House 4036,3.2154,20,17377,4457,7450,4204,16672.85411
House 4037,5.17,39,2693,478,1219,435,15679.4732
House 4038,3.6141,32,3554,762,1623,750,15275.02295
House 4039,5.4609,23,11154,1995,4076,1809,15862.50192
House 4040,8.7172,32,2108,309,769,274,16041.16823
House 4041,6.4958,37,3333,488,1171,485,15928.68444
House 4042,7.139,34,3547,523,1187,500,15868.93037
House 4043,13.4196,33,3104,387,1111,376,14757.75725
House 4044,4.1429,37,880,154,369,155,16980.20511
House 4045,10.3587,33,2829,360,1010,363,14821.99922
House 4046,10.6796,28,3539,441,1190,421,13716.16549
House 4047,11.2979,24,4394,535,1443,528,12611.40725
House 4048,12.8879,28,6748,904,2431,876,13639.23301
House 4049,9.2189,28,6920,906,2515,860,13284.03476
House 4050,10.2292,26,10111,1295,3599,1257,13886.4822
House 4051,10.4399,23,9657,1189,3585,1162,12209.6126
House 4052,3.2241,28,6270,1706,2549,1497,16331.39785
House 4053,7.672,42,1293,214,459,217,16331.39785
House 4054,3.7125,26,2900,667,1090,590,16331.39785
House 4055,2.8448,31,1856,425,795,426,16331.39785
House 4056,3.415,29,5474,1457,2352,1326,15957.34229
House 4057,10.0549,44,1778,251,641,251,15957.34229
House 4058,4.6375,15,4420,1076,1669,1016,15957.34229
House 4059,3.2813,37,1335,286,539,279,15957.34229
House 4060,2.9352,38,1387,337,713,343,15957.34229
House 4061,3.6171,22,7828,2038,3303,1922,16681.83641
House 4062,4.1727,10,1091,260,517,266,15628.66736
House 4063,4.5656,20,3876,799,1334,753,15628.66736
House 4064,3.4698,38,1495,300,598,280,16419.48285
House 4065,3.8273,16,4590,1200,2195,1139,16419.48285
House 4066,4.642,7,6306,1473,2381,1299,15118.89364
House 4067,4.6,30,3823,740,1449,612,16205.28374
House 4068,8.2269,43,804,117,267,110,15118.89364
House 4069,5.4591,31,2536,429,990,424,14942.83026
House 4070,6.7082,30,3507,536,1427,525,16041.16823
House 4071,10.3599,31,9320,1143,2980,1109,13846.66517
House 4072,8.8115,34,5264,771,1738,753,14283.32524
House 4073,8.153,36,2873,420,850,379,14036.50708
House 4074,7.629,34,3646,610,1390,607,14036.50708
House 4075,10.9237,44,1693,239,498,216,15334.98128
House 4076,8.2954,37,4400,695,1521,666,14355.54274
House 4077,7.9625,33,1741,274,588,267,14584.2272
House 4078,9.042,52,1680,238,493,211,20601.01743
House 4079,4.3,41,3545,698,1221,651,19968.8286
House 4080,3.6202,34,3659,921,1338,835,19968.8286
House 4081,3.1373,23,4604,1319,2391,1227,19359.81828
House 4082,3.3669,29,2630,617,1071,573,19359.81828
House 4083,3.1289,42,2358,546,1065,523,19661.20239
